glycan	G1-1	G1-2	G1-3	G1-4	G1-5	G1-6	G1-7	G1-8
{Man(?1-?)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	NA	NA	NA	NA	NA	NA	NA	NA
{Man(?1-?)}Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	0	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	0	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	0	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	0	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	0	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	0	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	0	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	0
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	1.280166722486982	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	1.290937138842635	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	1.793393155981138	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	2.320343716179659	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	1.631840926688193	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	0.734593497655505	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	1.294021200109051	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	1.220968920077315
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-3)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	3.836310458527441	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	2.570459909434637	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	4.562719475232669	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	4.030719659440649	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	4.280781656639356	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	3.445187766761303	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	3.533371695922081	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	3.545009125330647
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	0	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	0.2985328117079022	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	0.03461687232074204	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	0.3688224818216606	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	0.0395164244318788	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	0.02060659094715995	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	0	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	0.0259078537108443
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	2.092961125429218	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	1.879862392405851	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	2.35834542455545	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	2.544572085971552	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	2.707223401700615	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	1.782024593146889	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	2.687060517805734	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	2.981388758181082
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-6)[Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	2.326916842253101	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	1.617022424564061	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	1.62600121731503	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	1.544847158518112	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	1.887694893544636	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	1.938414958661757	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	2.560454907699227	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	2.396563639571476
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(?1-?)GlcNAc(b1-3)Gal(b1-3)[GalNAc(b1-4)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	0.7740088633466606	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	1.274354698491088	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	0.9777371632284636	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	1.173693242977313	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	1.174013678955878	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	1.386278584307258	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	0.7357154704639908	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	1.017954293969004
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{HexNAc(?1-?)}Gal(?1-?)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-3)]Gal(b1-3)[Gal(?1-?)GlcNAc(b1-6)]GalNAc	NA	NA	NA	NA	NA	NA	NA	NA
{Man(?1-?)}Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	0.4615809007544002	NA	NA	NA	NA	NA	NA	NA
{Man(?1-?)}Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	NA	0.915483158458409	NA	NA	NA	NA	NA	NA
{Man(?1-?)}Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	NA	NA	0.5819028327274189	NA	NA	NA	NA	NA
{Man(?1-?)}Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	NA	NA	NA	0.3526318573862581	NA	NA	NA	NA
