UniqueCount	AmbigCount
0	0
5	0
0	0
20	0
0	0
1195	2007
1	2003
0	164
0	37
4	20
0	0
0	119
0	147
0	0
0	110
0	0
0	0
0	1
1	31
0	31
0	31
0	0
0	4
0	0
0	0
486	2
32	148
7	146
59	2
89	172
0	40
0	1
1	30
3	0
1	102
4	53
0	31
1	4
0	1
14	129
7	126
0	31
4	12
0	6
0	30
0	7
5	0
1	1
0	0
0	0
0	0
0	9
6	37
0	0
0	8
0	36
0	8
0	27
0	3
0	3
0	8
155	0
0	0
0	0
70	0
0	0
36	0
0	0
34	4
0	4
164	32
0	32
2	0
2	5
0	5
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	3
0	2
0	1
0	1
0	2
0	2
0	1
0	1
0	1
0	1
2	114
171	116
1	4
0	4
0	9
0	13
0	10
0	3
0	3
0	0
0	113
0	175
5	162
0	31
1	103
0	92
0	1
0	0
12	0
0	22
16	21
0	2
1	21
0	7
235	1017
0	1017
0	648
0	648
0	107
0	0
2	31
0	23
0	31
61	533
0	202
25	533
1	0
0	2
0	2
8	0
0	0
372	181
14	181
5	40
1	30
0	0
12	0
0	0
0	0
566	789
1	24
0	28
4	740
2	460
24	0
0	0
852	2
0	0
0	0
0	0
0	0
30	0
181	504
70	509
0	287
10	201
7	342
0	44
0	2
0	21
0	61
0	17
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
75	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	443
34	602
3	99
0	508
0	508
1	22
0	281
0	10
0	0
0	0
0	0
76	118
0	118
0	0
14	0
0	0
0	0
14	225
0	0
0	0
0	0
1	0
0	0
5445	18
0	0
0	1
0	1
2	76
11	76
306	0
3	30
0	7
0	7
1	8
76	639
0	7
0	7
0	7
0	9
0	7
0	7
0	7
0	9
0	8
0	7
0	8
0	7
2	629
0	629
4	9
0	5
0	5
0	1
0	0
0	29
0	1
0	0
667	2
247	1077
1	1028
46	1026
20	1074
2	949
4	0
0	0
0	54
35	2442
218	2530
2	193
1	166
0	73
0	38
0	104
0	69
0	6
0	22
0	16
40	2
139	189
1	129
11	189
0	43
27	21
3	23
0	6
0	0
0	0
23	1250
1	1473
4	1467
3	345
0	0
0	0
7	5
0	0
0	0
0	0
156	0
232	1368
197	544
3	396
1	36
0	390
0	22
0	0
1	15
0	0
0	0
0	0
0	0
0	0
0	0
48	1016
0	0
0	0
0	0
0	0
0	0
0	0
0	0
340	6
0	0
0	0
0	1
7	1
1	0
543	4
524	0
0	0
3	150
0	193
16	212
0	225
0	213
8	53
2	3
1	51
0	31
0	5
0	0
7	49
0	21
0	4
0	0
1	7
12	34
0	0
0	55
4	0
0	29
0	365
5	0
0	0
0	138
0	364
2	0
1645	2
